time,status,config,method,task,seed,gpu,session,run_name,run_dir,log_path,command,git_commit,git_dirty,hostname
2026-06-23T21:04:37.277382,launched,pointwise_lambda050,pointwise,SafetyPointGoal1-v0,10,0,star_goal_baseline_screen_run_g0_baseline_screen_pointwise_lambda050_pg1_s10,baseline_screen_pointwise_lambda050_pg1_s10,results/star_baseline_screen_9717ca4/SafetyPointGoal1-v0/pointwise/baseline_screen_pointwise_lambda050_pg1_s10,logs/star_goal/baseline_screen/baseline_screen_pointwise_lambda050_pg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=0 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyPointGoal1-v0 --safe_env True --method pointwise --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_pointwise_lambda050_pg1_s10 --ablation_group baseline_screen --ablation_name pointwise_lambda050 --star_lambda 0.5,9717ca4,0,autodl-container-ade2498877-cc699c88
2026-06-23T21:04:37.297927,launched,pointwise_lambda050,pointwise,SafetyCarGoal1-v0,10,1,star_goal_baseline_screen_run_g1_baseline_screen_pointwise_lambda050_cg1_s10,baseline_screen_pointwise_lambda050_cg1_s10,results/star_baseline_screen_9717ca4/SafetyCarGoal1-v0/pointwise/baseline_screen_pointwise_lambda050_cg1_s10,logs/star_goal/baseline_screen/baseline_screen_pointwise_lambda050_cg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=1 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyCarGoal1-v0 --safe_env True --method pointwise --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_pointwise_lambda050_cg1_s10 --ablation_group baseline_screen --ablation_name pointwise_lambda050 --star_lambda 0.5,9717ca4,0,autodl-container-ade2498877-cc699c88
2026-06-23T21:04:37.316121,launched,pointwise_lambda100,pointwise,SafetyPointGoal1-v0,10,0,star_goal_baseline_screen_run_g0_baseline_screen_pointwise_lambda100_pg1_s10,baseline_screen_pointwise_lambda100_pg1_s10,results/star_baseline_screen_9717ca4/SafetyPointGoal1-v0/pointwise/baseline_screen_pointwise_lambda100_pg1_s10,logs/star_goal/baseline_screen/baseline_screen_pointwise_lambda100_pg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=0 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyPointGoal1-v0 --safe_env True --method pointwise --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_pointwise_lambda100_pg1_s10 --ablation_group baseline_screen --ablation_name pointwise_lambda100 --star_lambda 1.0,9717ca4,0,autodl-container-ade2498877-cc699c88
2026-06-23T21:04:37.333208,launched,pointwise_lambda100,pointwise,SafetyCarGoal1-v0,10,1,star_goal_baseline_screen_run_g1_baseline_screen_pointwise_lambda100_cg1_s10,baseline_screen_pointwise_lambda100_cg1_s10,results/star_baseline_screen_9717ca4/SafetyCarGoal1-v0/pointwise/baseline_screen_pointwise_lambda100_cg1_s10,logs/star_goal/baseline_screen/baseline_screen_pointwise_lambda100_cg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=1 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyCarGoal1-v0 --safe_env True --method pointwise --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_pointwise_lambda100_cg1_s10 --ablation_group baseline_screen --ablation_name pointwise_lambda100 --star_lambda 1.0,9717ca4,0,autodl-container-ade2498877-cc699c88
2026-06-23T21:04:37.350200,launched,pointwise_lambda200,pointwise,SafetyPointGoal1-v0,10,0,star_goal_baseline_screen_run_g0_baseline_screen_pointwise_lambda200_pg1_s10,baseline_screen_pointwise_lambda200_pg1_s10,results/star_baseline_screen_9717ca4/SafetyPointGoal1-v0/pointwise/baseline_screen_pointwise_lambda200_pg1_s10,logs/star_goal/baseline_screen/baseline_screen_pointwise_lambda200_pg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=0 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyPointGoal1-v0 --safe_env True --method pointwise --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_pointwise_lambda200_pg1_s10 --ablation_group baseline_screen --ablation_name pointwise_lambda200 --star_lambda 2.0,9717ca4,0,autodl-container-ade2498877-cc699c88
2026-06-23T21:04:37.370502,launched,pointwise_lambda200,pointwise,SafetyCarGoal1-v0,10,1,star_goal_baseline_screen_run_g1_baseline_screen_pointwise_lambda200_cg1_s10,baseline_screen_pointwise_lambda200_cg1_s10,results/star_baseline_screen_9717ca4/SafetyCarGoal1-v0/pointwise/baseline_screen_pointwise_lambda200_cg1_s10,logs/star_goal/baseline_screen/baseline_screen_pointwise_lambda200_cg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=1 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyCarGoal1-v0 --safe_env True --method pointwise --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_pointwise_lambda200_cg1_s10 --ablation_group baseline_screen --ablation_name pointwise_lambda200 --star_lambda 2.0,9717ca4,0,autodl-container-ade2498877-cc699c88
2026-06-23T22:11:27.049676,launched,sac_lag_lr0001,sac_lag,SafetyPointGoal1-v0,10,0,star_goal_baseline_screen_run_g0_baseline_screen_sac_lag_lr0001_pg1_s10,baseline_screen_sac_lag_lr0001_pg1_s10,results/star_baseline_screen_9717ca4/SafetyPointGoal1-v0/sac_lag/baseline_screen_sac_lag_lr0001_pg1_s10,logs/star_goal/baseline_screen/baseline_screen_sac_lag_lr0001_pg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=0 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyPointGoal1-v0 --safe_env True --method sac_lag --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_sac_lag_lr0001_pg1_s10 --ablation_group baseline_screen --ablation_name sac_lag_lr0001 --lagrange_lr 0.0001,9717ca4,0,autodl-container-ade2498877-cc699c88
2026-06-23T22:12:07.173549,launched,sac_lag_lr0001,sac_lag,SafetyCarGoal1-v0,10,1,star_goal_baseline_screen_run_g1_baseline_screen_sac_lag_lr0001_cg1_s10,baseline_screen_sac_lag_lr0001_cg1_s10,results/star_baseline_screen_9717ca4/SafetyCarGoal1-v0/sac_lag/baseline_screen_sac_lag_lr0001_cg1_s10,logs/star_goal/baseline_screen/baseline_screen_sac_lag_lr0001_cg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=1 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyCarGoal1-v0 --safe_env True --method sac_lag --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_sac_lag_lr0001_cg1_s10 --ablation_group baseline_screen --ablation_name sac_lag_lr0001 --lagrange_lr 0.0001,9717ca4,0,autodl-container-ade2498877-cc699c88
2026-06-23T22:12:07.193966,launched,sac_lag_lr0003,sac_lag,SafetyPointGoal1-v0,10,1,star_goal_baseline_screen_run_g1_baseline_screen_sac_lag_lr0003_pg1_s10,baseline_screen_sac_lag_lr0003_pg1_s10,results/star_baseline_screen_9717ca4/SafetyPointGoal1-v0/sac_lag/baseline_screen_sac_lag_lr0003_pg1_s10,logs/star_goal/baseline_screen/baseline_screen_sac_lag_lr0003_pg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=1 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyPointGoal1-v0 --safe_env True --method sac_lag --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_sac_lag_lr0003_pg1_s10 --ablation_group baseline_screen --ablation_name sac_lag_lr0003 --lagrange_lr 0.0003,9717ca4,0,autodl-container-ade2498877-cc699c88
2026-06-23T22:12:47.316356,launched,sac_lag_lr0003,sac_lag,SafetyCarGoal1-v0,10,0,star_goal_baseline_screen_run_g0_baseline_screen_sac_lag_lr0003_cg1_s10,baseline_screen_sac_lag_lr0003_cg1_s10,results/star_baseline_screen_9717ca4/SafetyCarGoal1-v0/sac_lag/baseline_screen_sac_lag_lr0003_cg1_s10,logs/star_goal/baseline_screen/baseline_screen_sac_lag_lr0003_cg1_s10.log,cd /root/FLAC-Safe && source ~/miniconda3/etc/profile.d/conda.sh && conda activate flac && export CUDA_VISIBLE_DEVICES=0 WANDB_MODE=disabled OMP_NUM_THREADS=1 MKL_NUM_THREADS=1 OPENBLAS_NUM_THREADS=1 NUMEXPR_NUM_THREADS=1 VECLIB_MAXIMUM_THREADS=1 PYTHONUNBUFFERED=1 MUJOCO_GL=egl && python main_star.py --task SafetyCarGoal1-v0 --safe_env True --method sac_lag --star_exec False --seed 10 --device 0 --cuda True --num_steps 100000 --start_steps 5000 --batch_size 256 --hidden_size 256 --updates_per_step 1 --shadow_k 16 --shadow_temperature 0.05 --shadow_aggregation log_mean_exp --shadow_reference_mode corridor --star_risk_threshold 0.5 --cost_gamma 0.95 --cost_critic_reduce max --star_ref_update_interval 20 --star_kl_coef 1.0 --star_kl_target 0.01 --recent_fraction 0.0 --binary_cost True --eval False --save True --save_interval_steps 0 --final_checkpoint True --disable_wandb True --online_eval_mode none --wandb_log_interval_steps 1000 --mechanism_log_interval_steps 1000 --action_diagnostics_interval_steps 1000 --output_root results/star_baseline_screen_9717ca4 --run_name baseline_screen_sac_lag_lr0003_cg1_s10 --ablation_group baseline_screen --ablation_name sac_lag_lr0003 --lagrange_lr 0.0003,9717ca4,0,autodl-container-ade2498877-cc699c88
